사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2024-02,경춘선,1329,춘천,290,3,429,2,1175,277,1509,677,2459,1595,2536,2015,2276,1785,2219,3303,2175,2938,2955,3339,3386,2062,3997,2990,3873,2077,3284,2104,2444,2018,1799,2824,1232,1146,825,1121,380,1042,85,986,2,528,0,0,0,0,0,0
2024-02,수인선,1873,고색,588,2,2719,381,7466,2894,15964,15295,12208,19726,6311,4801,4828,2614,4966,3138,5633,3308,4942,3869,4615,4009,5087,4531,5948,6240,14882,7983,19507,11553,5976,11476,5319,7687,3776,5835,1974,5120,761,3413,8,1816,0,0,0,11,0,0
2024-02,수인선,1874,오목천,6,0,862,309,5279,1619,11820,3841,11814,6336,7459,3042,5801,2799,5698,2960,6292,3432,5710,4473,4789,3908,5177,4930,5680,6690,6022,6286,8203,12750,4128,7620,2497,4826,2046,4339,1564,5161,581,3256,8,292,0,0,0,0,0,0
2024-02,수인선,1875,어천,1,0,253,104,1117,1171,2460,2352,2630,2315,2380,1311,2421,1229,2531,1514,2393,1614,2429,1952,1962,1941,2372,1906,2593,2868,2677,2458,3597,3515,1524,2567,974,1409,509,1493,445,1281,190,644,3,101,0,0,0,0,0,0
2024-02,수인선,1876,야목,1,0,94,51,457,478,896,663,1020,588,670,302,626,353,595,324,601,370,623,417,551,353,678,453,959,648,888,641,848,970,335,675,220,274,130,434,86,312,75,212,3,33,0,0,0,0,0,0
2024-02,수인선,1877,사리,0,0,4259,311,9412,1440,20794,2396,17444,4216,10051,2548,8120,2661,7373,2742,8116,3729,7951,4292,6030,4249,5717,5953,5945,8132,6194,9320,6444,18343,3795,13032,2357,8837,2119,9022,2037,7246,730,6029,17,572,0,0,0,0,0,0
2024-02,수인선,1878,달월,0,0,9,45,38,138,123,143,128,284,79,76,62,73,91,57,77,114,86,134,127,86,141,72,314,102,337,110,977,108,60,72,68,61,31,40,23,60,12,29,0,11,0,0,0,0,0,0
2024-02,수인선,1879,월곶,1,0,1314,243,4486,1152,9534,1414,7932,2590,4755,2621,3881,4434,3959,4687,4205,4471,4015,3993,3808,3681,4034,4139,4797,4703,4941,6197,6866,8838,3118,5227,2125,3487,1794,3548,1172,2991,538,1746,12,285,0,0,0,0,0,0
2024-02,수인선,1880,소래포구,25,0,2579,407,6165,2881,13015,2992,11038,5738,6601,5247,5762,4818,7006,7876,7944,9790,7796,8937,9312,8192,10978,6993,10375,8132,8630,9004,7377,12319,4355,8634,3464,5504,3219,5718,2259,4708,1243,3251,17,643,0,0,0,0,0,0
2024-02,수인선,1881,인천논현,6,0,2445,632,5680,3930,11292,7185,11348,11099,7131,8364,6931,6213,7459,6563,7964,7461,7893,8190,7867,8356,8629,8915,9276,10288,10870,13232,11580,16645,6788,10884,6240,7623,6250,6282,4605,4670,2497,3253,7,638,0,0,0,0,0,0
2024-02,수인선,1882,호구포,1,0,1782,657,2817,5528,5759,15383,6707,20807,4229,4091,3908,2637,4266,3011,4889,3358,4447,3580,4561,3719,4702,3793,5793,4638,13957,5938,15559,7148,5353,5882,5280,4359,3779,3502,1961,2726,947,2162,1,345,0,0,0,0,0,0
2024-02,수인선,1883,남동인더스파크,0,0,431,705,939,3799,1219,15891,1910,18470,1305,2813,1181,1241,1663,1419,1775,1518,1951,1594,2056,1223,2702,1173,3783,1127,13080,1505,10170,1770,3905,1915,3571,1532,1672,964,456,519,149,386,0,18,0,0,0,0,0,0
2024-02,수인선,1884,원인재,50,0,3118,693,6061,2168,11743,4765,13426,6784,7839,3911,6727,4150,6428,4829,6623,5473,6703,5744,5794,5966,6492,7600,6387,8270,7716,11101,7542,14934,4459,10322,3543,7288,3278,6592,2530,5519,1450,4072,25,780,0,0,0,0,0,0
2024-02,수인선,1885,연수,8,3,2534,779,6075,1884,12427,3673,11006,9857,5822,6758,5698,6124,5927,5839,6662,6677,7562,6658,7342,6491,7465,7111,7481,8935,8869,11917,10726,14774,5372,9498,4940,6605,4996,5945,3967,4029,2349,2835,23,585,0,0,0,0,0,0
2024-02,수인선,1886,송도,3,0,2046,413,4180,1161,7217,1759,7545,3225,3866,2151,3559,2108,3753,2586,4250,3092,4154,3125,3703,3242,3976,4106,3869,4619,3821,5893,3760,7395,2142,4791,1559,3102,1151,3171,743,2324,305,1418,7,450,0,0,0,0,0,0
2024-02,수인선,1888,인하대,46,2,3356,508,10184,3192,20153,3835,15684,9315,8052,6451,7027,5414,7850,5440,8461,7031,8480,7301,7591,7422,8855,8564,11234,10043,11001,14264,9441,20942,5764,11802,5120,8562,4896,7581,3930,5778,2127,4295,58,1021,0,0,0,0,0,0
2024-02,수인선,1889,숭의,9,1,3079,844,5408,3200,10799,6618,9280,9878,5938,4476,5774,3587,6317,3904,6062,4290,5705,5107,5551,4657,6272,4864,6705,6454,9204,8015,7994,10551,4211,6263,2890,4545,2158,4319,1657,3498,955,2155,9,571,0,0,0,0,0,0
2024-02,수인선,1890,신포,1,0,1000,263,1354,1058,2781,2535,2341,5450,1725,2926,1763,2237,2156,2847,2566,2996,2893,3139,3074,2914,3386,3109,3826,3343,4760,3696,5432,4468,2375,2346,2123,1532,1794,1279,1182,930,467,652,3,158,0,0,0,0,0,0
2024-02,수인선,1891,인천,94,1,601,255,841,971,1484,2017,1746,2912,1469,1760,1486,2317,1525,4466,1886,4765,2142,4602,2393,4559,3406,3877,2847,3239,2897,3063,2607,3497,1553,2403,1134,1711,894,1358,467,1197,103,742,1,198,0,0,0,0,0,0
2024-02,경강선,1501,판교,64,1,847,57,2032,7278,4579,16268,3588,31733,2509,22810,2708,12636,5370,9806,4275,7617,5036,6636,6979,6088,11679,5437,11287,7102,18665,6107,26298,6742,18696,4800,17392,2131,10594,1711,6626,1362,2572,848,5,245,0,0,0,0,0,0
2024-02,경강선,1502,이매,2,0,528,53,1451,1049,3902,1872,3419,2309,1919,1686,1590,1097,1567,1071,1513,1180,1357,1403,1512,1317,1657,1423,1880,1657,2110,2201,2195,2635,1334,2382,1113,1122,1259,1226,947,735,340,364,10,139,0,0,0,0,0,0
2024-02,경강선,1503,삼동,0,0,1307,81,4481,1048,11198,2070,11099,2280,7336,1038,4548,899,3396,1562,3139,1738,2872,1826,2371,2666,2237,3586,2481,4110,3090,6779,2633,8542,1224,7449,917,5747,696,3934,325,3173,148,1726,17,47,0,0,0,0,0,0
2024-02,경강선,1504,경기광주,0,0,2730,242,13575,1923,35513,4975,35998,7198,20095,4732,14319,4198,11842,5337,11766,5907,10206,7184,8779,8126,8378,9682,9400,15879,9586,17433,8349,33945,4290,22942,2832,19859,2166,12288,1368,9431,563,7806,2,53,0,0,0,0,0,0
2024-02,경강선,1505,초월,3,0,1318,157,5532,1547,13562,3896,14727,4251,8886,1864,5474,1821,5172,2217,4569,2307,4354,2948,4004,3337,3710,3896,4171,5564,5284,7614,4981,11288,2181,10685,1524,7153,1005,6733,536,4376,330,3819,0,1,0,0,0,0,0,0
2024-02,경강선,1506,곤지암,3,0,832,125,2353,1440,6650,4530,5619,6082,4711,2251,3559,2609,4594,2551,4399,3225,3628,2930,3103,2816,3637,3614,4267,3893,6424,5105,6545,5268,2336,5862,1892,3306,1042,3513,583,2285,225,1828,0,0,0,0,0,0,0,0
2024-02,경강선,1507,신둔도예촌,2,0,546,71,2545,367,5157,2189,4566,2656,3225,1183,2808,1116,2065,1044,2529,1395,2074,1454,1766,1538,1818,1842,2157,2654,3305,2925,2760,4891,1147,3063,1000,3344,519,2301,205,2034,71,1479,1,2,0,0,0,0,0,0
2024-02,경강선,1508,이천,5,0,759,33,3196,1336,7405,4390,6650,7544,5757,3982,5594,3309,5274,4649,5390,3986,4825,4484,4627,4685,4863,5189,5913,5197,6297,7644,7002,6864,3546,8623,2565,5201,2423,4490,1254,3891,532,1496,2,1001,0,0,0,0,0,0
2024-02,경강선,1509,부발,3,0,877,15,2675,1455,5699,5105,5615,4302,4453,1811,3898,1710,4110,2253,3727,2570,3405,2350,3682,2425,3403,2740,4319,4145,5940,4951,4935,4519,2437,5672,1771,3893,1093,3822,704,3436,298,2131,2,1367,0,0,0,0,0,0
2024-02,경강선,1510,세종대왕릉,1,0,217,4,504,43,998,668,921,617,800,416,824,429,647,643,692,670,685,388,628,700,667,655,638,729,702,581,696,1122,236,730,142,643,79,437,58,227,10,291,2,99,0,0,0,0,0,0
2024-02,경강선,1511,여주,3,0,1597,11,4509,637,7113,2296,6870,2728,5988,2715,5874,2735,5356,3388,5163,3813,5033,3844,4954,4068,5200,5144,4513,5033,4253,5952,4129,7698,2475,7019,1629,6313,1454,4786,708,2758,243,3798,1,1433,0,0,0,0,0,0
2024-02,서해선,1980,김포공항,22,0,293,1951,511,6891,1238,7576,2230,9624,2530,6528,2590,7489,3683,8359,3577,8776,5094,8729,6840,7709,7731,6299,7325,6465,8491,7816,10812,6639,7307,4139,6408,1507,6779,940,6019,690,2036,739,76,306,2,2,0,0,0,0
2024-02,서해선,1981,원종,45,0,4342,647,6727,2181,14589,4383,13895,6768,8253,4038,6756,3540,6618,3825,7002,4815,6303,5639,5692,6145,6173,6960,6802,9081,7760,11697,8232,16830,4526,12949,3510,7235,2774,6971,2175,5745,1171,4048,33,693,1,4,0,0,0,0
2024-02,서해선,1982,부천종합운동장,11,0,2319,261,3544,1096,10207,2374,10370,2844,5200,1677,2895,1257,2859,1235,2873,1566,2580,1823,2449,1831,2411,2176,2896,3056,3523,4433,4084,7641,1868,6019,1332,3462,1080,3286,995,3242,386,1899,44,376,0,6,0,0,0,0
2024-02,5호선,2511,방화,18,0,4798,5,9802,3322,23736,4175,24016,11245,13591,6805,11138,5986,10874,6120,11309,6964,11048,8126,9717,8715,9473,9956,10162,11656,10387,13978,9964,20008,5041,17956,3551,11638,2829,10289,1959,10293,821,6226,137,2222,1,284,0,7,0,0
2024-02,5호선,2512,개화산,3,0,3905,319,7304,3802,18634,5608,19519,15445,10842,7295,8050,5321,8004,5533,8315,6744,8368,5988,7475,6514,7439,7713,8440,8696,12134,11030,13155,16180,5911,14242,3373,9075,3111,8509,2711,7325,826,4510,111,1655,1,52,0,0,0,0
2024-02,5호선,2513,김포공항,6,1,787,3079,3357,9145,13526,14212,18677,19817,9355,12595,9307,14061,12507,15735,13202,16281,15060,17259,18423,16479,20677,15169,20266,15091,24074,16825,27778,14998,18611,9190,15654,3996,13706,2613,12367,1827,5077,1088,271,483,2,12,0,0,0,0
2024-02,5호선,2514,송정,7,0,3273,1017,7261,3759,16191,5809,19221,9835,13275,6247,10259,5723,9459,6542,10281,7403,9292,7915,8937,8263,9064,9401,9994,10925,11033,13015,11651,17944,6866,14648,5251,9632,4549,8816,3488,8392,1854,5001,284,1819,3,21,0,0,0,0
2024-02,5호선,2515,마곡,5,0,2169,6004,7187,19013,21175,15591,22608,48933,12473,30983,10628,13656,11196,11272,12219,12247,13204,13302,14365,11979,18289,12686,27509,14612,36674,17759,41431,25938,19279,19498,13542,10442,11739,9042,8037,9059,3479,4684,542,1973,4,11,0,0,0,0
2024-02,5호선,2516,발산,2,1,3260,2319,9024,12834,24229,36242,26724,110558,17209,59267,18063,30758,21687,29823,25700,29580,28408,30695,32612,29634,38895,28999,44861,31122,67598,37441,88957,52312,40217,37838,34592,20815,33698,15563,28363,13466,12530,8156,1855,2582,20,21,0,0,0,0
2024-02,5호선,2517,우장산,0,0,6277,819,19727,3846,48399,8207,52652,17552,27853,13541,22813,12751,22385,13045,23257,16062,22215,18866,19998,20165,20617,22421,21164,26871,21472,31928,18569,51917,11625,38983,8246,24256,6664,21614,5737,21518,2006,12970,357,3369,7,29,0,0,0,0
2024-02,5호선,2518,화곡,314,1,20785,1368,37709,9237,100535,12963,133562,26162,66475,22265,42584,17823,38106,19330,40713,22418,38597,25673,33137,29867,31452,37984,33952,48227,35929,61571,36457,114890,22043,82788,16246,51262,13492,48065,10215,41379,4639,25456,668,7943,3,68,0,0,0,0
2024-02,5호선,2519,까치산,269,0,22160,1357,39085,7719,103999,9140,136569,19297,71885,16373,43783,16958,39425,19891,40309,23999,37930,27724,31809,31226,29284,42264,30792,50164,30532,65519,29841,111993,19229,87440,15216,56883,12424,54374,10119,44873,4794,27747,774,8411,23,419,0,0,0,0
2024-02,5호선,2520,신정(은행정),138,21,11300,747,20367,3132,53958,5662,68337,12166,33978,7960,19450,7005,17009,7491,17235,9293,16417,10641,13617,12318,12220,16143,12915,20534,14582,26684,14586,44112,7823,33147,5646,22029,4816,20946,3811,19398,1767,11464,254,3596,5,37,0,0,0,0
2024-02,5호선,2521,목동,10,0,8074,1213,17696,4853,52106,12883,65259,24326,30928,19096,22648,14209,21886,13458,22681,16845,21989,19730,20580,20228,19929,23683,21214,29848,25372,42090,26554,71612,14861,49548,12438,29506,12206,27466,12703,24490,4272,13278,605,4408,2,35,0,0,0,0
2024-02,5호선,2522,오목교(목동운동장앞),0,0,4545,1626,13310,7159,43819,21907,49127,57768,27162,47841,21749,29678,23727,28167,26645,28836,28709,32610,29163,31746,31769,32161,38118,37775,48298,48305,60995,69356,33504,44331,34653,26132,27113,22582,22833,19522,7431,11300,1017,2994,10,33,0,0,0,0
2024-02,5호선,2523,양평,5,0,2007,902,6007,4775,22202,8430,26567,37145,12145,13155,7592,5859,7434,5491,8037,5852,8478,6156,7619,6356,8503,6942,10650,8709,16490,11738,29745,21402,8665,14867,5573,10276,4489,9161,3392,8626,1406,5218,179,1569,2,14,0,0,0,0
2024-02,5호선,2524,영등포구청,1,0,953,568,2321,2051,7737,5487,12172,23676,5388,9891,3987,4357,4396,3934,4943,4222,5125,4868,5284,4488,5964,4708,6598,5313,10362,6931,20557,13031,6437,6873,4695,4269,4402,4089,3122,3546,1548,2087,244,553,5,6,0,0,0,0
2024-02,5호선,2525,영등포시장,9,0,2617,949,5321,4557,21517,12581,32461,38011,15021,20921,10705,15052,11358,15082,13583,19310,13533,22097,15420,18636,18959,15258,23597,15724,29227,18963,39797,32428,17074,20061,11940,12327,10946,11352,8224,10664,3224,6606,423,1623,10,12,0,0,0,0
2024-02,5호선,2526,신길,32,0,1786,357,4379,1823,15019,4330,23119,13744,9330,5683,5645,2793,4582,3175,4974,3403,4752,4026,4232,4065,4631,4989,5461,6241,8175,10571,12310,18923,4554,11460,3424,9140,3478,8792,2709,8329,1505,5114,236,1528,2,18,0,0,0,0
2024-02,5호선,2527,여의도,8,0,2616,2528,3388,25357,8732,131982,13342,201536,10732,79086,11407,33834,18447,33078,19923,30963,25269,35342,32286,28772,40218,27227,54779,28003,134114,31179,159843,36232,68520,16990,57723,8946,43961,7489,25950,6536,8900,3732,1001,1752,7,17,0,0,0,0
2024-02,5호선,2528,여의나루,11,0,1008,1220,2270,11530,5389,35660,8696,68793,5162,27875,5353,18319,7350,18219,9820,18199,10991,21532,13928,20938,19124,21449,26483,20747,48961,21826,61623,21244,28260,11572,27213,7311,17185,5112,10351,3947,3125,2091,390,782,7,6,0,0,0,0
2024-02,5호선,2529,마포,16,0,2132,1282,7602,6825,24805,19319,34405,66960,19239,33972,16387,16920,16606,17174,18043,15652,19569,16688,18353,15364,20006,16586,22049,20105,34429,28906,55177,41621,20374,25263,18508,15574,19240,14286,13664,12060,5714,7733,795,2089,4,14,0,0,0,0
2024-02,5호선,2530,공덕,10,0,1575,878,4603,5993,18230,25655,30479,69963,15469,35122,13136,15752,14839,15617,17038,14811,17759,15541,16850,14847,18640,15338,21829,18042,37504,28193,57069,43145,23182,22744,18991,13140,19194,12102,14633,11202,6468,5920,881,1612,9,24,0,0,0,0
2024-02,5호선,2531,애오개,41,0,2029,397,5071,3108,16746,7030,24424,23199,11755,12564,8502,6372,8370,5853,9092,5998,9534,7438,8374,7347,9297,7890,9187,9016,12198,13403,19818,20110,7288,13125,4954,8203,4153,7817,3039,7261,1178,4395,137,1960,2,321,0,2,0,0
2024-02,5호선,2532,충정로(경기대입구),20,0,820,252,1846,2086,4945,13483,7711,28998,4218,11900,3613,3844,4230,3371,4655,3591,4907,4139,5248,4102,5646,3882,6886,4425,15612,5849,24569,8595,7106,5428,5356,3573,4635,3637,2784,3327,1095,2166,225,589,3,68,0,0,0,0
2024-02,5호선,2533,서대문,13,0,2773,929,5809,13838,16125,60597,21738,158083,16065,43319,15210,21507,18220,18720,19123,18276,19229,22192,22654,17823,28468,15774,35554,15782,65531,18550,108140,24561,31303,14460,24626,9750,21956,9962,14869,7589,5608,4605,620,1330,2,27,0,0,0,0
2024-02,5호선,2534,광화문(세종문화회관),5,0,1123,1056,3291,23953,7777,71016,11876,245026,10210,112537,13063,52189,19957,51313,24732,47278,33841,50185,42673,39718,55564,32096,71785,30786,114480,36312,196385,40183,74541,18691,55928,8477,59596,6787,38408,4745,11571,2502,1270,675,3,7,0,0,0,0
2024-02,5호선,2535,종로3가,35,2,1270,386,1760,5297,2963,12173,4676,39010,5802,32455,7951,26822,11260,32128,16432,31629,19128,31203,24471,27520,29893,25201,35498,25322,43590,27448,55204,30836,33725,17876,31121,9628,34640,7572,28409,6065,14705,3818,1932,1379,36,34,0,0,0,0
2024-02,5호선,2536,을지로4가,1,0,474,480,799,5082,2094,16351,3377,39957,3186,17793,3981,10761,5539,10574,6634,9711,7754,8887,9428,8114,10695,7413,13012,6682,24671,6226,34832,6963,13457,3621,8865,2337,7130,2257,4944,1673,2163,1214,312,455,4,7,0,0,0,0
2024-02,5호선,2537,동대문역사문화공원(DDP),0,1,148,221,552,2545,1273,9039,2136,27932,2353,10729,2940,3709,3108,3168,2543,3171,2823,3633,3453,3309,4201,3139,5782,3557,11814,3586,18817,3896,7363,2533,3916,2020,3290,2276,2208,2270,1095,1516,183,431,0,14,0,0,0,0
2024-02,5호선,2538,청구,10,0,1452,234,2378,1522,5922,3181,9290,12616,6251,7194,4999,3991,4939,3668,4919,4176,5102,4527,5118,4842,5249,5064,6566,5609,8051,7301,12417,9981,7146,7028,4751,4603,3635,4154,3083,4102,1531,2459,240,719,3,5,0,0,0,0
2024-02,5호선,2539,신금호,39,0,2824,387,6140,2515,16839,4869,25746,10563,14018,7901,9320,5721,8710,6142,9419,6848,9044,8073,8273,8735,8025,10231,9315,12453,9494,16289,10514,24140,6974,16190,4860,10469,3835,9704,2712,8632,1095,5342,236,1890,2,20,0,0,0,0
2024-02,5호선,2540,행당,22,0,3462,640,10195,2181,26733,4013,38675,8320,20400,6290,13299,4990,11970,5899,12261,7066,11249,7990,9771,9655,9717,11190,9235,13861,9813,18015,9551,28791,6252,19603,4463,12570,3627,12121,2920,10390,1176,6094,183,1850,1,11,0,0,0,0
2024-02,5호선,2541,왕십리(성동구청),66,0,1810,511,1774,2837,4896,5201,7824,16201,4520,8137,4188,6655,4951,7117,5790,7822,6278,8856,6774,8707,7537,8400,8995,9294,10066,11653,14095,17026,8226,9445,7325,5200,8038,4439,6867,3695,3012,2419,502,1611,7,272,0,4,0,0
2024-02,5호선,2542,마장,2,2,2209,519,5132,3991,13450,6014,17939,12909,10830,7979,8645,7322,8435,7357,9537,7978,8997,7421,9014,6880,9085,7770,9842,8314,10398,11330,10979,16407,7254,10827,5239,7171,4736,6672,3002,6042,1278,3566,173,1253,3,14,0,1,0,0
2024-02,5호선,2543,답십리,30,0,8332,1199,16013,8910,48307,12267,68667,32070,33253,16406,20938,12055,18500,12917,20255,14463,19522,17450,18433,17131,20562,19394,24339,22552,28059,30836,30402,52678,15299,35243,10804,23152,8789,20093,6376,18533,2907,10974,432,3719,0,64,0,0,0,0
2024-02,5호선,2544,장한평,30,1,6885,1086,16656,11093,47741,20190,68648,60067,35586,27395,21725,19800,20157,18728,22015,19164,22266,19544,21659,18982,22821,21916,28703,26262,39751,36256,56874,60933,24036,42934,14616,25927,11970,24550,9845,21114,4137,13769,678,3955,14,118,0,1,0,0
2024-02,5호선,2545,군자(능동),47,0,6246,531,9520,4453,28637,7724,43446,22019,20665,15937,13209,10952,12556,11865,14187,12917,14845,14795,13736,15670,13941,16530,15790,21337,20068,30532,23656,50910,14568,32916,12672,20047,12583,17671,10556,17023,5750,10531,1026,5364,11,953,0,14,0,0
2024-02,5호선,2546,아차산(어린이대공원후문),5,0,7942,1153,14570,5224,36976,9064,53146,22639,28874,16537,19721,17735,18635,17958,22734,18473,23669,19210,22353,19721,22920,22736,24691,26615,24447,31968,25706,49520,15596,34741,11755,22357,9858,19048,6845,16536,3181,10262,435,3080,2,24,0,0,0,0
2024-02,5호선,2547,광나루(장신대),15,0,4903,1637,14149,7053,34768,12167,40421,28065,25024,19682,18954,17663,18439,14208,20134,15459,20348,16272,19593,15640,20578,17749,21927,20843,23487,26665,28257,38012,14149,27820,11617,17272,10718,16747,11108,15366,3074,8885,432,2319,5,14,0,0,0,0
2024-02,5호선,2548,천호(풍납토성),44,0,5833,1742,10756,13807,25987,17108,35431,36615,21695,33395,20873,26710,24329,26964,27662,28667,29148,31832,31968,31354,36617,32966,43641,34885,47968,40491,51560,54215,35022,38332,32070,22182,24196,18986,18518,16089,8874,9837,1840,3499,17,41,0,0,0,0
2024-02,5호선,2549,강동,87,0,9690,1234,17344,9460,46758,24828,62057,42594,32828,23106,24558,17683,22506,16418,24548,18619,22954,23103,23135,22075,24698,23402,28875,26391,38497,32110,40178,52071,19658,39349,14419,26612,11860,24030,8774,21580,3884,13739,767,5910,9,37,0,1,0,0
2024-02,5호선,2550,길동,2,0,4055,705,7811,4053,18875,6769,24711,17235,13907,12397,12680,9241,12565,10408,13728,11432,13805,11284,12291,13437,13137,14189,14606,16743,15231,18626,16490,24876,8961,20404,6378,12311,6156,9899,4764,8858,2258,5290,479,2338,5,22,0,0,0,0
2024-02,5호선,2551,굽은다리(강동구민회관앞),1,0,6460,660,11632,2737,29887,5742,34674,13192,19740,9997,15928,8950,14323,10189,15467,11210,15394,12250,14060,13467,13246,14493,14137,18799,14801,20680,15599,33128,9363,26509,7413,16843,7069,13158,5113,13666,1834,7099,408,2739,6,18,0,0,0,0
2024-02,5호선,2552,명일,5,1,4784,1311,12362,2987,31226,5271,30390,10894,17190,9220,15343,9620,13993,8818,14647,9023,13531,12049,12931,11771,12000,14859,12361,18139,12261,18630,12478,34714,7638,27238,6191,15028,5422,12583,3733,13214,1674,7579,435,2390,4,29,0,0,0,0
2024-02,5호선,2553,고덕,5,0,3599,1629,10116,7744,26354,13393,24483,18769,15916,14315,14734,13278,16009,11706,17263,11896,15393,16748,17291,13731,17760,15868,19422,17449,24074,17334,18240,28735,10179,25035,8078,12595,8026,12339,7636,11043,1745,6202,344,2692,5,159,0,0,0,0
2024-02,5호선,2554,상일동,79,1,8575,1359,27430,5479,65108,10277,51459,16002,29960,9467,22929,8118,20176,8666,20224,13258,18509,14673,17071,14272,17492,20398,17420,22784,18709,31585,19350,51239,10108,46159,7418,25718,5327,24893,3644,20497,1615,13905,457,6078,2,1186,0,0,0,0
2024-02,5호선,2555,둔촌동,1,0,3695,715,7748,12178,20648,9234,24159,18091,14612,11503,11342,9297,11418,9120,12317,9856,12339,12211,12367,11322,13562,13587,18437,15481,20411,18923,19269,27946,9919,19593,7837,9968,6945,10503,5088,8350,2133,5173,314,1527,2,8,0,0,0,0
2024-02,5호선,2556,올림픽공원(한국체대),1,0,1114,754,4862,3286,9569,3785,10990,8085,7670,5839,6887,5074,7002,4958,7417,6653,7087,7512,6830,7932,7003,8292,8057,8367,8924,9052,10021,9229,6304,7229,5405,4576,6661,4599,3761,3591,1151,2888,68,735,1,4,0,0,0,0
2024-02,5호선,2557,방이,1,0,2084,836,6439,3671,16189,7026,16565,21477,10692,12421,9759,9041,8525,7921,10738,11133,10619,9863,9789,11027,10618,11175,11443,12429,14860,18026,18076,20486,9909,16616,8246,9369,10184,8319,10480,6320,2213,4536,231,1207,1,8,0,0,0,0
2024-02,5호선,2558,오금,14,0,974,335,2823,2383,6486,5979,7462,17950,4775,6570,4242,3470,4436,3025,4948,3545,4782,3323,4630,3815,5154,3919,5963,4770,9158,5847,13936,7334,4236,5715,3224,3564,2539,3170,1977,3375,706,2351,88,781,0,10,0,0,0,0
2024-02,5호선,2559,개롱,7,1,3261,770,7510,2400,19293,6010,20263,14106,12179,8122,10003,6058,9495,6206,10938,7028,9676,7881,8568,9314,8383,9065,10402,12303,11364,14286,11991,19155,5982,18527,4413,10509,3383,8498,2364,9827,738,5250,102,1759,0,4,0,0,0,0
2024-02,5호선,2560,거여,3,0,5755,573,13888,3259,37104,7029,38817,15346,21783,8572,15234,6838,13438,7393,14201,8174,13410,10782,11549,10774,11633,12674,13389,17893,14955,21303,14044,35168,7030,30591,5335,17010,4554,13689,3185,15378,1123,8157,153,2948,5,14,0,0,0,0
2024-02,5호선,2561,마천,78,1,6373,271,12520,2140,36220,3760,28876,10005,15246,6052,10391,5859,9300,5625,10466,6412,9193,7611,8455,6964,7629,10551,8483,12303,8100,14983,9440,24084,4182,21373,3241,10978,2452,10974,1585,10367,713,6238,111,2551,2,11,0,0,0,0
2024-02,5호선,2562,강일,1,1,2370,582,7035,3376,22383,4475,20536,7355,12572,4118,10657,3381,9222,3515,8588,5397,8233,5013,6961,6095,7521,7617,8166,8498,8097,12096,8446,16888,3664,16657,2578,9801,2056,9043,1709,8066,480,5493,119,1692,1,14,0,0,0,0
2024-02,5호선,2563,미사,4,0,7086,625,18824,5590,60341,11192,57771,21651,29844,21530,22843,17629,22213,17482,24303,20745,23996,19441,22764,23829,25146,23420,25716,30644,27367,41451,28752,63196,18160,62460,17220,33506,17423,25806,15857,23225,8009,15909,2311,5104,8,24,0,0,0,0
2024-02,5호선,2564,하남풍산,6,0,1735,300,4623,1894,9229,5789,9846,14029,6586,9448,6173,5942,6181,5360,6686,5160,6907,5941,6594,6011,7345,5991,8498,7373,10444,6938,12915,10497,5290,9490,3817,5728,3922,4539,2302,5045,691,3133,170,1315,0,11,0,0,0,0
2024-02,5호선,2565,하남시청(덕풍·신장),14,1,4850,155,11011,3639,24746,5828,21760,12046,15626,7411,13123,8547,12652,8903,13475,9054,13020,11210,11946,10638,12314,14229,13363,15363,13883,15156,14134,22136,8281,20418,6188,12270,4698,11584,3153,10988,1400,6832,264,3403,0,29,0,0,0,0
2024-02,5호선,2566,하남검단산,22,0,3621,5,8432,2322,21197,4403,16834,8025,11827,8528,10333,8609,9072,8543,9854,10766,9868,9966,9419,9708,10692,12283,11331,10943,12245,13373,12259,16023,7829,15790,6439,10133,5861,9102,4100,7804,973,5520,118,2520,0,16,0,0,0,0
2024-02,6호선,2611,응암,22,0,10863,1061,22136,5441,61919,7937,78467,15704,42894,12516,27332,12581,25470,14099,25945,16870,25018,18300,21685,20275,20896,26419,21914,31835,21570,42686,20861,68770,13141,54487,9754,34600,8321,29074,6094,27042,2631,17763,413,5453,4,51,0,0,0,0
